code,name,unit,preunit
M9LJ,CG D.762u GNI-based fourth EU own resource,NA,NA
M9LI,CG D.761u VAT-based third EU own resource,NA,NA
M9LH,CG: Current expenditure: UK contributions to EU (D.76u) VAT & GNI: £m CPNSA,NA,NA
M9LL,RW D.762r GNI-based fourth EU own resource,NA,NA
JIUI,Impact on GNI of time barred non-reservation related changes: Applied in 2020,NA,NA
JIUL,Initial Impact on GNI of Globalisation adjustments not yet applied in UK published accounts,NA,NA
M9LW,S1 F2 BAL B.102: Other changes in volume,NA,NA
JIUM,Impact on GNI of differences in definitions between ESA2010 and ESA1995: Years 2010-2013 only,NA,NA
JIUJ,Impact on GNI of time barred non-reservation related changes: Applied in 2021,NA,NA
M9LU,S2 F1 BAL B.103: Nominal holding gains/losses,NA,NA
JIUK,Impact on GNI of time barred non-reservation related changes: Applied in 2022,NA,NA
KLY3,"CoE D.1 Government, Health & Education A9 CP SA",NA,NA
JIUN,UK GNI for own resource purposes (ESA1995 basis): Years 2010-2013 only,NA,NA
M9LX,S11 F2 BAL B.102: Other changes in volume,NA,NA
KLY7,"Int. Con. P2 Government, Health & Education A9 CP SA",NA,NA
KLY6,"GVA at bp B.1g Government, Health & Education A9 CP SA",NA,NA
KLY5,"Tax less subs D.29-D.39 Government, Health & Education A9 CP SA",NA,NA
NMQL,ESA10:GG:FA:Insurance technical reserves (F6),NA,NA
KLY4,"GOS/Mixed income B.2g/B.3g Government, Health & Education A9 CP SA",NA,NA
J97X,"ESA10: I&C: MF: Res: D.99 - Other Capital Transfers, £m, nsa",m,£
N4BR,S13 F5 BAL B.102: Other Changes in Volume,NA,NA
N4C3,S2 F5 BAL B.102: Other changes in volume,NA,NA
J97Y,"ESA10: I&C: MF: Res: D.9 - Capital Transfers, £m, nsa",m,£
N4C9,S12 F5 BAL B.103: Nominal holding gains/losses,NA,NA
N4C5,S1 F5 BAL B.103: Nominal holding gains/losses,NA,NA
N4C6,S11 F5 BAL B.103: Nominal holding gains/losses,NA,NA
N4BW,HH & NPISH (S.14 + S.15): Equity and investment fund shares/units (AF.5): Other changes in volume (III.3.1): Current price: £m: NS,NA,NA
NEBQ,PC:AS:Prepayments of insurance premiums & reserves for outstanding claims: CP,NA,NA
NEBR,PC:AS:FLOW:Other accounts receivable/payable: CP NSA,NA,NA
NVDC,PR:USES:Distributed income of corporations: D.42: CP NSA,NA,NA
M9NJ,S12 F2 BAL B.102: Other changes in volume,NA,NA
NEBU,LI:FLOW:Public corporations: CP NSA,NA,NA
NVDG,"UK sector (S.1): Investment grants, payable (D.92p): Current price: £million: Not seasonally adjusted",NA,NA
CMTX,"FinCos excl. MFI, NMMF & ICPF (S.125, S.126 & S.127): Equity and investment fund shares/units (F.5): Liability: CP: £m: NSA:",NA,NA
N4AQ,S13 F4 BAL B.103: Nominal holding gains/losses,NA,NA
N4B2,S2 F4 BAL B.103: Nominal holding gains/losses,NA,NA
N4B8,S12 F5 BAL B.102: Other Changes in Volume,NA,NA
N4B4,S1 F5 BAL B.102: Other Changes in Volume,NA,NA
N4B5,S11 F5 BAL B.102: Other Changes in Volume,NA,NA
N4AV,HH & NPISH (S.14 + S.15): Loans (AF.4): Revaluations (III.3.2): Current price: £m: NSA,NA,NA
J8XL,F.34: Ins Co & PF: AS: Lev: Financial derivatives,NA,NA
J8XM,F.34: Ins Co & PF: LI: Lev: Financial derivatives,NA,NA
J8XQ,F.34: Derivatives: Ins Cos and P Funds: Net Liabs to UK MFIs: flow,NA,NA
J8XN,F.34: RW: AS: level: Financial derivatives,NA,NA
J8XO,F.34: Private Non Finl Corpns: Derivatives: Net Assets to UK MFIs: flow,NA,NA
N4DA,S12 F6 BAL B.102: Other changes in volume,NA,NA
M9QM,S13 F2 BAL B.102: Other changes in volume,NA,NA
J8XX,Households (S.14): Financial derivatives (F.71): Asset: Current price: £m: NSA,NA,NA
M9R5,S12 F2 BAL B.103: Nominal holding gains/losses,NA,NA
M9QS,HH & NPISH (S.14 + S.15): Currency and deposits (AF.2): Other changes in volume (III.3.1): Current price: £m: NSA,NA,NA
M9R2,S11 F2 BAL B.103: Nominal holding gains/losses,NA,NA
M9QX,S2 F2 BAL B.102: Other changes in volume,NA,NA
N4E3,S2 F6 BAL B.102: Other changes in volume,NA,NA
N4DS,S13 F6 BAL B.102: Other changes in volume,NA,NA
N4E5,S1 F6 BAL B.103: Nominal holding gains/losses,NA,NA
N4E6,S11 F6 BAL B.103: Nominal holding gains/losses,NA,NA
M9QZ,S1 F2 BAL B.103: Nominal holding gains/losses,NA,NA
N4DW,"HH & NPISH (S.14+S.15):Insurance, pension and standardised guarantee schemes (AF.6): Other changes in volume (III.3.1):CP: £m: NS",NA,NA
N4E9,S12 F6 BAL B.103: Nominal holding gains/losses,NA,NA
DHHL,Public corporations: Changes in inventories: CP NSA: £m,m,£
IWX5,GG uses: P.31 Individual Consumption Expenditure: COFOG 07 Health: CP NSA,NA,NA
IWX8,GG uses: P.31 Individual Consumption Expenditure: 10 Social Protection: CP NSA,NA,NA
IWX6,GG use: P.31 Individual Consumption Expenditure: 08 Recreation & Culture: CP NSA,NA,NA
IWX7,GG uses: P.31 Individual Consumption Expenditure: COFOG 09 Education: CP NSA,NA,NA
N4CS,S13 F5 BAL B.103: Nominal holding gains/losses,NA,NA
N4D4,S2 F5 BAL B.103: Nominal holding gains/losses,NA,NA
J8XH,F.34: Private Non Finl Corpns: AS: Derivatives : level,NA,NA
N4D6,S1 F6 BAL B.102: Other changes in volume,NA,NA
J8XI,F.34: Private Non Finl Corpns: LI: Derivatives : level,NA,NA
N4D7,S11 F6 BAL B.102: Other changes in volume,NA,NA
N4CX,HH & NPISH (S.14 + S.15): Equity and investment fund shares/units (AF.5): Revaluations (III.3.2): Current price: £m: NSA,NA,NA
M9SM,Households (S.14): Pension entitlements (AF.63): Level: Asset: Current price: £million: Not seasonally adjusted,NA,NA
M9SL,Households and NPISH (S.14+S.15): Pension entitlements (AF.63): Level: Asset: Current price: £million: Not seasonally adjusted,NA,NA
M9SR,Financial corporations (S.12): Pension entitlements (AF.63): Level: Liability: Current price: £million: Not seasonally adjusted,NA,NA
M9T2,UK (S.1): Claims of pension funds on pension managers (AF.64): Level: Asset: Current price: £million: Not seasonally adjusted,NA,NA
M9SP,UK (S.1): Pension entitlements (AF.63): Level: Liability: Current price: £million: Not seasonally adjusted,NA,NA
M9SO,Rest of the world (S.2): Pension entitlements (AF.63): Level: Asset: Current price: £million: Not seasonally adjusted,NA,NA
M9T4,Financial corps (S.12): Claims of pension funds on pension managers (AF.64): Level: Asset: CP: £m: Not seasonally adjusted,NA,NA
NMXM,GG: PA: Uses: Intermediate Consumption: P2:Total CP NSA,NA,NA
N4FU,HH & NPISH (S.14 + S.15): Financial derivatives and employee stock options (AF.7): Other changes in volume (III.3.1): CP: £m: NSA,NA,NA
N4G6,S12 F7 BAL B.103: Nominal holding gains/losses,NA,NA
NMXN,"GG: PA: Resources: Total resources,gross value added: B1g:CP NSA",NA,NA
M9T9,Insurance corps and pension funds (S.128/9): Claims of pension funds on pension managers (AF.64): Level: Asset: CP: £m: NSA,NA,NA
NMXO,GG: PA: Resources: Consumption of fixed capital: P51c NSA CP,NA,NA
M9SW,Insurance corps and pension funds (S.128/9): Pension entitlements (AF.63): Level: Liability: CP: £m: Not seasonally adjusted,NA,NA
NMXP,"GG:PA:Uses:Value added,net of fixed capital formation:B1n:CP NSA",NA,NA
N4FQ,S13 F7 BAL B.102: Other changes in volume,NA,NA
NMXJ,GG: PA: Resources: Market output: P11: CP NSA,NA,NA
N4G3,S1 F7 BAL B.103: Nominal holding gains/losses,NA,NA
NMXK,GG: PA: Resources: Output for own final use: P12: CP NSA,NA,NA
N4G4,S11 F7 BAL B.103: Nominal holding gains/losses,NA,NA
NMXL,GG: PA: Uses: (P1) Total uses: Total: CP NSA,NA,NA
NMXU,"GG: PA: Uses: production subsidies, other than on products: D39: CP NSA",NA,NA
NMXV,GG: Gross Operating Surplus: £m CPNSA,m,£
NMXW,"GG: PA: Uses: Operating surplus, net: B2n: CP NSA",NA,NA
M9TG,PNFC  (S.1102+S.11003): Claims of pension funds on pension managers (AF.64): Level: Liability: Current price: £million: NSA,NA,NA
NMXQ,"GG: Wages and salaries, paid (D11)",NA,NA
KV2E,HH & NPISH(S14+S15):Med & long term bonds issued by UK monetary financial institutions & other UK resident(AF.32N5-6):LI:CP:£m:NSA,NA,NA
M9TF,Public corporations (S.11001): Claims of pension funds on pension managers (AF.64): Level: Liability: CP: £m: NSA,NA,NA
NMXR,"GG: Total employers social contributions, paid (D12)",NA,NA
M9TE,Non-financial corporations (S.11): Claims of pension funds on pension managers (AF.64): Level: Liability: CP: £m: NSA,NA,NA
N4FZ,S2 F7 BAL B.102: Other changes in volume,NA,NA
NMXS,"GG: Total compensation of employees, paid (D1)",NA,NA
M9TD,UK (S.1): Claims of pension funds on pension managers (AF.64): Level: Liability: Current price: £million: Not seasonally adjusted,NA,NA
NMXT,GG: PA: Uses: Production taxes other than on imports: D29: CP NSA,NA,NA
M9RL,"LG: F.6: Level: Liabilities: Insurance, pension & standardised guarantee schemes",NA,NA
M9RJ,"Flow of funds: S.11002+S.11003: PNFC: Level: Liability: F.6: Insurance, pension and standardised guarantee schemes: £m: NSA",NA,NA
M9S2,UK sector (S.1): Life insurance and annuity entitlements (AF.62): Level: Liability: Current price: £m: Not seasonally adjusted,NA,NA
M9RO,UK sector (S.1): Life insurance and annuity entitlements (AF.62): Level: Asset: Current price: £million: Not seasonally adjusted,NA,NA
M9RN,"Flow of funds: S.2: Rest of the world: Level: Liability: F.6: Insurance, pension and standardised guarantee schemes: £m: NSA",NA,NA
NMWG,GG: total change in liabs & net worth: B.10.1g: CP NSA,NA,NA
M9S4,S.12: Financial corporations: Level: Liability: AF.62: Life insurance and annuity entitlements: £ million: Non seasonally adjusted,NA,NA
M9RR,ESA10: F.62: Level,NA,NA
M9RY,NPISH (S.15): Life insurance and annuity entitlements (AF.62): Asset: Current price: £m: NSA,NA,NA
N4F4,S1 F7 BAL B.102: Other changes in volume,NA,NA
M9RX,Households (S.14): Life insurance and annuity entitlements (AF.62): Asset: Current price: £m: NSA,NA,NA
M9S9,S.128+S.129: Insurance corporations and pension funds: Level: Liability: AF.62: Life insurance and annuity entitlements: £m: NSA,NA,NA
N4F5,S11 F7 BAL B.102: Other changes in volume,NA,NA
M9RW,HH & NPISH (S.14 + S.15): Life insurance and annuity entitlements (AF.62): Asset: Current price: £m: NSA,NA,NA
N4EV,"HH & NPISH (S.14 + S.15): Insurance, pension and standardised guarantee schemes (AF.6): Revaluations (III.3.2): Current price: £m",NA,NA
N4F7,S12 F7 BAL B.102: Other changes in volume,NA,NA
MJTI,CG: Other miscellaneous current transfers D.759u: CPNSA,NA,NA
N4F2,S2 F6 BAL B.103: Nominal holding gains/losses,NA,NA
M9RZ,S.2: Rest of the world: Level: Asset: AF.62: Life insurance and annuity entitlements: £ million: Non seasonally adjusted,NA,NA
N4ER,S13 F6 BAL B.103: Nominal holding gains/losses,NA,NA
M9SD,UK (S.1): Pension entitlements (AF.63): Level: Asset: Current price: £million: Not seasonally adjusted,NA,NA
M9UL,S.121+S.122+S.123: Monetary financial institutions: Level: Asset: AF.66: Provisions for calls under standardised guarantees:£m:NSA,NA,NA
M9UK,S.12: Financial corporations: Level: Asset: AF.66: Provisions for calls under standardised guarantees: £m: Non seasonally adjusted,NA,NA
M9UI,UK (S.1): Provisions for calls under standardised guarantees (AF.66): Level: Asset: Current price: £m: Not seasonally adjusted,NA,NA
M9UP,ESA10: F.66: Level,NA,NA
M9US,UK sector (S.1): Provisions for calls under standardised guarantees (AF.66): Level: Liability: Current price: £m: NSA,NA,NA
M9V4,"UK sector (S.1): Pension entitlements, claims of pension funds on pension managers etc. (AF.6M): Level: Asset: CP: £m: NSA",NA,NA
NMZH,"GG: SDIA: Resources: Balance of primary incomes, gross: B5g: CP NSA",NA,NA
N4HP,S13 F8 BAL B.102: Other changes in volume,NA,NA
NMZI,"GG: APIA: Uses: Balance of primary incomes, net: B5n:CP NSA",NA,NA
NMZJ,GG: Current receipts: Taxes on income and wealth (D51): £m CPNSA,m,£
M9V7,ESA10: F.63 - F.65: Level,NA,NA
M9V6,"S.12: Financial corporations: Level: Asset: AF.6M: Pension entitlements, claims of pension funds on pension managers etc.: £m: NS",NA,NA
N4I7,S12 F8 BAL B.103: Nominal holding gains/losses,NA,NA
M9UZ,S.13: General government: Level: Liability: AF.66: Provisions for calls under standardised guarantees: £m: Non seasonally adjusted,NA,NA
NMZR,GG: SDIA: Resources: Total: D61: CP NSA,NA,NA
N4I3,S1 F8 BAL B.103: Nominal holding gains/losses,NA,NA
NMZK,Households (S.14): Other current taxes (D.59): Use: Current price: £million: NSA,NA,NA
N4I4,S11 F8 BAL B.103: Nominal holding gains/losses,NA,NA
NMZL,General Government: SDIA: Resources: Total: D5: CP NSA,NA,NA
N4HU,HH & NPISH (S.14 + S.15): Other accounts receivable/payable (AF.8): Other changes in volume (III.3.1): Current price: £m: NSA,NA,NA
M9VE,Households (S.14): + S.15): Pension Schemes (AF.6M): Asset: CP: £m: NSA,NA,NA
M9VD,HH & NPISH (S.14 + S.15): Pension Schemes (AF.6M): Asset: CP: £m: NSA,NA,NA
NMZX,"General Government: SDIA: Resources: Misc. curr. transfers, total: D75: CP NSA",NA,NA
M9VB,"S.128+S.129: ICPF: Level: Asset: AF.6M: Pension entitlements, claims of pension funds on pension managers etc.: £m: NSA",NA,NA
M9VI,"Non-Fin Corp (S11) Pension entitlements, claims of pension funds on pension managers etc. (AF.6M): Balance: Liability: CP: £m: NSA",NA,NA
N4HZ,S2 F8 BAL B.102: Other changes in volume,NA,NA
NMZS,GG: SDIA: Resources: Non-life insurance claims: D72: CP NSA,NA,NA
M9VH,"UK sector (S.1): Pension entitlements, claims of pension funds on pension managers etc. (AF.6M): Level: Liability: CP: £m: NSA",NA,NA
NMZT,GG: SDIA: Resources: Current transfers within GG: D73: CP NSA,NA,NA
M9VG,"S.2: Rest of the world: Level: Asset: AF.6M: Pension entitlements, claims of pension funds on pension managers etc.: £m: NSA",NA,NA
NMZU,GG: Res: Current int. coop. from EC institutions: D74: CP NSA,NA,NA
M9VF,NPISH (S.14 + S.15): Pension Schemes (AF.6M): Asset: CP: £m: NSA,NA,NA
I69N,"Central government: interest received excl. FISIM adjustments, £m CP NSA",m,£
M9TK,Financial corps except MFI and ICPF (S.124/5/6/7) Claims of pension funds on pension managers (AF64) Level: Liability: CP: £m: NSA,NA,NA
I69O,"Local government: interest received excl. FISIM adjustments, £m CP NSA",m,£
KV2I,HH & NPISH (S.14 + S.15): Medium & long term bonds issued by UK MFI's & other UK residents (F.32N5-6): Liability: CP: £m: NSA,NA,NA
M9TI,Monetary financial institutions (S.121/2/3): Claims of pension funds on pension managers (AF.64): Level: Liability: CP: £m: NSA,NA,NA
M9TH,Financial corps (S.12): Claims of pension funds on pension managers (AF.64): Level: Liability: CP: £m: Not seasonally adjusted,NA,NA
I69R,"Private non-financial corps: interest received excl. FISIM adjs, £m CP NSA",m,£
M9TO,General government (S.13): Claims of pension funds on pension managers (AF.64): Level: Liability: CP: £m: Not seasonally adjusted,NA,NA
M9TN,Insurance corps and pension funds (S.128/9): Claims of pension funds on pension managers (AF.64): Level: Liability: CP: £m: NSA,NA,NA
NMXZ,Income & Capital A/C: Taxes on production & imports: Import duties: CP NSA,NA,NA
I69P,Households (S.14): Total interest before FISIM allocation (D.41g) Resources: Current price: £m: NSA,NA,NA
KV2L,HH & NPISH(S14+S15):Med & long term bonds issued by UK monetary financial institutions & other UK resident(AF.32N5-6):AS:CP:£m:NSA,NA,NA
I69Q,NPISH (S.15): Total interest before FISIM allocation (D.41g): Resources: Current price: £m: NSA,NA,NA
I69V,"Rest of the world: interest received excl. FISIM adjustments, £m CP NSA",m,£
M9TS,Rest of the world (S.2): Claims of pension funds on pension managers (AF.64): Level: Liability: CP: £m: Not seasonally adjusted,NA,NA
NMYF,Income & Capital A/C: Less subsidies paid: Subsidies on products: D.31: CP NSA,NA,NA
I69W,"Central government: total interest paid excl. FISIM adjustments, £m CP NSA",m,£
M9TR,Non-profit institutions serving households (S15) Claims of pension funds on pension managers (AF64): Level: Liability: CP: £m: NSA,NA,NA
M9TQ,Households and NPISH (S.14+S.15): Claims of pension funds on pension managers (AF.64): Level: Liability: CP: £m: NSA,NA,NA
NMYH,LG: Current receipts: Taxes on production (D29b): £m CPNSA,m,£
KV2O,HH & NPISH (S.14 + S.15): Medium & long term bonds issued by UK MFI's & other UK residents (F.32N5-6): Asset: CP: £m: NSA,NA,NA
M9TP,Local government (S.1313): Claims of pension funds on pension managers (AF.64): Level: Liability: CP: £m: Not seasonally adjusted,NA,NA
N4GP,S13 F7 BAL B.103: Nominal holding gains/losses,NA,NA
I69Z,NPISH (S.15): Total interest before FISIM allocation (D.41g): Uses: Current price: £m: NSA,NA,NA
KV2V,NPISH (S.15):Med & long term bonds issued by UK monetary financial institutions & other UK resident(AF.32N5-6):Liability:CP:£m:NSA,NA,NA
NMYB,Income & Capital A/C: Taxes on production & imports: Products ex VAT & Duty,NA,NA
NMYC,"CG: Taxes on products, received (D21):CP NSA",NA,NA
I69X,"Local government: total interest paid excl. FISIM adjustments, £m CP NSA",m,£
M9TU,S13 F2 BAL B.103: Nominal holding gains/losses,NA,NA
NMYD,Income & Capital A/C: Taxes on production & imports: Other taxes on production,NA,NA
KV2S,NPISH (S.15): Medium & long term bonds issued by UK MFI's & other UK residents (F.32N5-6): Liability: Current price: £m: NSA,NA,NA
NMYE,GG: Current receipts: Taxes on production (D.2): £m CPNSA,m,£
N4H6,S12 F8 BAL B.102: Other changes in volume,NA,NA
NMYO,GG: APIA: Resources: Prop inc attrib to ins policy holders: D44: CP NSA,NA,NA
KV2X,NPISH (S.15): Medium & long term bonds issued by UK MFI's & other UK residents (F.32N5-6): Asset: Current price: £m: NSA,NA,NA
KV39,RW:AS:LEVELS F3325-6: Bonds issued by UK MFIs & other UK residents,NA,NA
KV2W,NPISH (S.15):Med & long term bonds issued by UK monetary financial institutions & other UK residents(AF.32N5-6):Asset:CP:£m:NSA,NA,NA
N4H2,S1 F8 BAL B.102: Other changes in volume,NA,NA
N4H3,S11 F8 BAL B.102: Other changes in volume,NA,NA
NMYK,GG: PA: Resources: Other non-market output: P13: CP NSA,NA,NA
NMYL,GG: APIA: Resources: Total property income received: D41:CP NSA,NA,NA
N4GT,HH & NPISH (S.14 + S.15): Financial derivatives and employee stock options (AF.7): Revaluations (III.3.2): Current price: £m: NSA,NA,NA
NMYM,GG: APIA: Resources: Distributed income of corporations: D42: CP NSA,NA,NA
KV3C,RW:AS:FLOWS F3325-6: Bonds issued by UK MFIs & other UK residents,NA,NA
NMYV,GG: APIA: Resources: Total:Total: CP NSA,NA,NA
L6RB,NSA U FE D.44,NA,NA
NMYY,GG: APIA: Uses: Property income interest Total: D41:CP NSA,NA,NA
N4GY,S2 F7 BAL B.103: Nominal holding gains/losses,NA,NA
NMYR,GG: APIA: Resources: Total property income received: D45:CP NSA,NA,NA
L6RD,NSA U FC D.44,NA,NA
NMYU,GG: APIA: Resources: Total property income: D4: CP NSA,NA,NA
M9WL,S.12: Financial corporations: Flow: Liability: F.62: Life insurance and annuity entitlements: £m: NSA,NA,NA
M9X3,Rest of the world (S.2): Employers' imputed social contributions (D.612): Uses: Current price: £million: Not seasonally adjusted,NA,NA
M9WQ,S.128+S.129: Insurance corporations and pension funds: Flow: Liability: F.62: Life insurance and annuity entitlements: £m: NSA,NA,NA
M9X2,HH & NPISH (S.14 + S.15): Employers' imputed social contributions (D.612): Uses: Current price: £m: NSA,NA,NA
M9WV,FC: D.612: Res: Employers imputed social contributions: CP: NSA,NA,NA
M9WU,CG: D.612: Res: Employers imputed social contributions: CP: NSA,NA,NA
M9X4,UK sector (S.1): Employers' imputed social contributions (D.612): Uses: Current price: £million: Not seasonally adjusted,NA,NA
M9WZ,UK sector (S.1): Employers' imputed social contributions (D.612): Resources: Current price: £million: Not seasonally adjusted,NA,NA
M9WY,Local Govt: D.612: Res: Employers imputed social contributions: CP: NSA,NA,NA
M9WX,IP: D.612: Res: Employers imputed social contributions: CP: NSA,NA,NA
M9WW,GG: D.612: Res: Employers imputed social contributions: CP: NSA,NA,NA
M9XE,UK (S.1): Pension entitlements (F.63): Flow: Asset: Current price: £million: Not seasonally adjusted,NA,NA
M9VM,"S.121 to S.123: MFI: Level: Liability: AF.6M: Pension entitlements, claims of pension funds on pension managers etc.: £m: NSA",NA,NA
M9VL,"S.11002+S.11003: PNFC: Level: Liability: AF.6M: Pension entitlements, claims of pension funds on pension managers etc.: £m: NSA",NA,NA
M9VK,"Public corps (S11001) Pension entitlements, claims of pension funds on pension managers etc. (AF6M): Level: Liability: CP: £m: NSA",NA,NA
M9VJ,"S.12: Finacial corp.: Level: Liability: AF.6M: Pension entitlements, claims of pension funds on pension managers etc.: £m: NSA",NA,NA
M9W2,"LG: F.6: Flow: Liabilities: Insurance, pension & standardised guarantee schemes",NA,NA
M9VO,"S.124 to S.127: OFI and FA: Level: Liability:AF.6M: Pension entitlements, claims of pension funds on pension managers etc.: £m:NSA",NA,NA
M9VU,HH & NPISH (S.14 + S.15): Pension Schemes (AF.6M): Liability: CP: £m: NSA,NA,NA
M9VT,LG: AF.6M Pension Schemes,NA,NA
M9VS,"S.13: General government: Level: Liability: AF.6M: Pension entitlements, claims of pension funds on pension managers etc.: £m: NSA",NA,NA
M9W4,"Flow of funds: S.2: Rest of the world: Flow: Liability: F.6: Insurance, pension and standardised guarantee schemes: £m: NSA",NA,NA
N4IQ,S13 F8 BAL B.103: Nominal holding gains/losses,NA,NA
N4J2,S2 F8 BAL B.103: Nominal holding gains/losses,NA,NA
M9VR,"S.128+S.129: ICPF: Level: Liability: AF.6M: Pension entitlements, claims of pension funds on pension managers etc.: £m: NSA",NA,NA
M9VY,"Flow of funds: S.11002+S.11003: PNFC: Flow: Liability: F.6: Insurance, pension and standardised guarantee schemes: £m: NSA",NA,NA
M9VX,ESA10: F.6: Flow: Liabilities,NA,NA
M9VW,"S.2: Rest of the world: Level: Liability: AF.6M: Pension entitlements, claims of pension funds on pension managers etc.: £m: NSA",NA,NA
M9VV,NPISH (S.14 + S.15): Pension Schemes (AF.6M): Liability: CP: £m: NSA,NA,NA
M9W7,UK sector (S.1): Life insurance and annuity entitlements (F.62): Flow: Asset: Current price: £million: Not seasonally adjusted,NA,NA
M9WA,ESA10: F.62: Flow,NA,NA
YEJZ,BB: UK EJ+GST+HMF+SEJ NSA: A-T: thousands,000's,NA
N4IV,HH & NPISH (S.14 + S.15): Other accounts receivable/payable (AF.8): Revaluations (III.3.2): Current price: £m: NSA,NA,NA
M9WF,HH & NPISH (S.14 + S.15): Life insurance and annuity entitlements (F.62): Asset: Current price: £m: NSA,NA,NA
M9WJ,UK sector (S.1): Life insurance and annuity entitlements (F.62): Flow: Liability: Current price: £million: Not seasonally adjusted,NA,NA
M9WI,S.2: Rest of the world: Flow: Asset: F.62: Life insurance and annuity entitlements: £ million: Non seasonally adjusted,NA,NA
M9WH,NPISH (S.15): Life insurance and annuity entitlements (F.62): Asset: Current price: £m: NSA,NA,NA
M9WG,Households (S.14): Life insurance and annuity entitlements (F.62): Asset: Current price: £m: NSA,NA,NA
M9YP,General government (S.13): Claims of pension funds on pension managers (F.64): Flow: Liability: CP: £m: Not seasonally adjusted,NA,NA
M9YO,Insurance corps and pension funds (S.128/9): Claims of pension funds on pension managers (F.64): Flow: Liability: CP: £m: NSA,NA,NA
M9YT,Rest of the world (S.2): Claims of pension funds on pension managers (F.64): Flow: Liability: CP: £m: Not seasonally adjusted,NA,NA
M9YS,Non-profit institutions serving households (S.15) Claims of pension funds on pension managers (F.64): Flow: Liability: CP: £m: NSA,NA,NA
M9YR,Households and NPISH (S.14+S.15): Claims of pension funds on pension managers (F.64): Flow: Liability: CP: £m: NSA,NA,NA
M9YQ,Local government (S.1313): Claims of pension funds on pension managers (F.64): Flow: Liability: CP: £m: Not seasonally adjusted,NA,NA
M9Z9,S1 F3 BAL B.102: Other changes in volume,NA,NA
DZ4H,"FISIM: impact on GDP at market prices, CVM NSA: £mn",m,£
M9YV,S2 F2 BAL B.103: Nominal holding gains/losses,NA,NA
NENG,"Public corporations: total interest paid excl. FISIM adjustments, £m CP NSA",m,£
NENH,"Public corporations: interest received excl. FISIM adjustments, £m CP NSA",m,£
