variable,value,dates.date,dates.freq
C9LJ,750,1996-01-01,a
CZG8,20519,1996-01-01,a
CZG9,26025,1996-01-01,a
DB36,21.2,1996-01-01,a
DB37,78.8,1996-01-01,a
G7D6,538,1996-01-01,a
C9K9,2338,1997-01-01,a
C9KA,2726,1997-01-01,a
C9KB,5064,1997-01-01,a
C9KC,348,1997-01-01,a
C9KD,5412,1997-01-01,a
C9KE,516,1997-01-01,a
C9LA,122,1997-01-01,a
C9LB,220,1997-01-01,a
C9LC,230,1997-01-01,a
C9LD,1162,1997-01-01,a
C9LF,1369,1997-01-01,a
C9LG,1190,1997-01-01,a
C9LH,420,1997-01-01,a
C9LJ,698,1997-01-01,a
CZG8,21098,1997-01-01,a
CZG9,26510,1997-01-01,a
DB36,20.4,1997-01-01,a
DB37,79.6,1997-01-01,a
G7D6,516,1997-01-01,a
C9K9,2342,1998-01-01,a
C9KA,2708,1998-01-01,a
C9KB,5050,1998-01-01,a
C9KC,350,1998-01-01,a
C9KD,5400,1998-01-01,a
C9KE,505,1998-01-01,a
C9LA,116,1998-01-01,a
C9LB,219,1998-01-01,a
C9LC,229,1998-01-01,a
C9LD,1148,1998-01-01,a
C9LF,1375,1998-01-01,a
C9LG,1202,1998-01-01,a
C9LH,411,1998-01-01,a
C9LJ,700,1998-01-01,a
CZG8,21386,1998-01-01,a
CZG9,26786,1998-01-01,a
DB36,20.2,1998-01-01,a
DB37,79.8,1998-01-01,a
G7D6,505,1998-01-01,a
C9K9,2315,1999-01-01,a
C9KA,2747,1999-01-01,a
C9KB,5062,1999-01-01,a
C9KC,350,1999-01-01,a
C9KD,5412,1999-01-01,a
C9KE,499,1999-01-01,a
C9KL,1975,1999-01-01,a
C9KM,2004,1999-01-01,a
C9KN,3978,1999-01-01,a
C9KO,330,1999-01-01,a
C9KP,4309,1999-01-01,a
C9KQ,477,1999-01-01,a
C9LA,110,1999-01-01,a
C9LB,218,1999-01-01,a
C9LC,227,1999-01-01,a
C9LD,1172,1999-01-01,a
C9LF,1389,1999-01-01,a
C9LG,1176,1999-01-01,a
C9LH,393,1999-01-01,a
C9LJ,728,1999-01-01,a
C9LL,218,1999-01-01,a
C9LM,220,1999-01-01,a
C9LN,988,1999-01-01,a
C9LP,947,1999-01-01,a
C9LQ,968,1999-01-01,a
C9LR,278,1999-01-01,a
C9LT,608,1999-01-01,a
CZG8,21716,1999-01-01,a
CZG9,27128,1999-01-01,a
DB36,19.9,1999-01-01,a
DB37,80.1,1999-01-01,a
G6NQ,2316,1999-01-01,a
G6NT,2742,1999-01-01,a
G6NW,5058,1999-01-01,a
G7AR,352,1999-01-01,a
G7AU,5410,1999-01-01,a
G7D6,499,1999-01-01,a
G7ER,107,1999-01-01,a
G7EU,218,1999-01-01,a
G7EX,227,1999-01-01,a
G7F2,1172,1999-01-01,a
G7F5,1388,1999-01-01,a
G7FG,1179,1999-01-01,a
G7FJ,391,1999-01-01,a
G7FM,733,1999-01-01,a
G7FP,1976,1999-01-01,a
G7FS,2002,1999-01-01,a
G7FV,3978,1999-01-01,a
G7FY,332,1999-01-01,a
G7G3,4310,1999-01-01,a
G7G6,477,1999-01-01,a
G7G9,218,1999-01-01,a
G7GC,220,1999-01-01,a
G7GF,988,1999-01-01,a
G7GI,948,1999-01-01,a
G7GL,970,1999-01-01,a
G7GO,27115,1999-01-01,a
G7GR,278,1999-01-01,a
G7K2,612,1999-01-01,a
G7K5,21705,1999-01-01,a
G9BZ,20,1999-01-01,a
G9C2,80,1999-01-01,a
MFX9,4970,1999-01-01,a
MFY2,18.3,1999-01-01,a
MFY3,22158,1999-01-01,a
MFY4,81.7,1999-01-01,a
MFY5,81.7,1999-01-01,a
MFY7,4968,1999-01-01,a
MFY9,18.3,1999-01-01,a
MFZ2,22147,1999-01-01,a
C9K9,2352,2000-01-01,a
C9KA,2782,2000-01-01,a
C9KB,5135,2000-01-01,a
C9KC,358,2000-01-01,a
C9KD,5493,2000-01-01,a
C9KE,512,2000-01-01,a
C9KL,2004,2000-01-01,a
C9KM,2018,2000-01-01,a
C9KN,4022,2000-01-01,a
C9KO,338,2000-01-01,a
C9KP,4360,2000-01-01,a
C9KQ,488,2000-01-01,a
C9LA,107,2000-01-01,a
C9LB,217,2000-01-01,a
C9LC,225,2000-01-01,a
C9LD,1178,2000-01-01,a
C9LF,1442,2000-01-01,a
C9LG,1201,2000-01-01,a
C9LH,389,2000-01-01,a
C9LJ,733,2000-01-01,a
C9LL,217,2000-01-01,a
C9LM,218,2000-01-01,a
C9LN,994,2000-01-01,a
C9LP,981,2000-01-01,a
C9LQ,987,2000-01-01,a
C9LR,274,2000-01-01,a
C9LT,611,2000-01-01,a
CZG8,22044,2000-01-01,a
CZG9,27537,2000-01-01,a
DB36,19.9,2000-01-01,a
DB37,80.1,2000-01-01,a
G6NQ,2353,2000-01-01,a
G6NT,2777,2000-01-01,a
G6NW,5130,2000-01-01,a
G7AR,360,2000-01-01,a
G7AU,5490,2000-01-01,a
G7D6,512,2000-01-01,a
G7ER,104,2000-01-01,a
G7EU,217,2000-01-01,a
G7EX,225,2000-01-01,a
G7F2,1178,2000-01-01,a
G7F5,1442,2000-01-01,a
G7FG,1204,2000-01-01,a
G7FJ,387,2000-01-01,a
G7FM,737,2000-01-01,a
G7FP,2005,2000-01-01,a
G7FS,2016,2000-01-01,a
G7FV,4021,2000-01-01,a
G7FY,340,2000-01-01,a
G7G3,4361,2000-01-01,a
G7G6,488,2000-01-01,a
G7G9,217,2000-01-01,a
G7GC,218,2000-01-01,a
G7GF,994,2000-01-01,a
G7GI,982,2000-01-01,a
G7GL,990,2000-01-01,a
G7GO,27528,2000-01-01,a
G7GR,274,2000-01-01,a
G7K2,615,2000-01-01,a
G7K5,22038,2000-01-01,a
G9BZ,19.9,2000-01-01,a
G9C2,80.1,2000-01-01,a
MFX9,5050,2000-01-01,a
MFY2,18.3,2000-01-01,a
MFY3,22487,2000-01-01,a
MFY4,81.7,2000-01-01,a
MFY5,81.7,2000-01-01,a
MFY7,5048,2000-01-01,a
MFY9,18.3,2000-01-01,a
MFZ2,22480,2000-01-01,a
C9K9,2429,2001-01-01,a
C9KA,2783,2001-01-01,a
C9KB,5212,2001-01-01,a
C9KC,370,2001-01-01,a
C9KD,5582,2001-01-01,a
C9KE,518,2001-01-01,a
C9KL,2066,2001-01-01,a
C9KM,2012,2001-01-01,a
C9KN,4078,2001-01-01,a
C9KO,349,2001-01-01,a
C9KP,4427,2001-01-01,a
C9KQ,493,2001-01-01,a
C9LA,98,2001-01-01,a
C9LB,214,2001-01-01,a
C9LC,229,2001-01-01,a
C9LD,1185,2001-01-01,a
C9LF,1468,2001-01-01,a
C9LG,1246,2001-01-01,a
C9LH,376,2001-01-01,a
C9LJ,768,2001-01-01,a
C9LL,214,2001-01-01,a
C9LM,222,2001-01-01,a
C9LN,998,2001-01-01,a
C9LP,996,2001-01-01,a
C9LQ,1022,2001-01-01,a
C9LR,265,2001-01-01,a
C9LT,639,2001-01-01,a
CZG8,22122,2001-01-01,a
CZG9,27704,2001-01-01,a
DB36,20.1,2001-01-01,a
DB37,79.9,2001-01-01,a
G6NQ,2430,2001-01-01,a
G6NT,2778,2001-01-01,a
G6NW,5208,2001-01-01,a
G7AR,372,2001-01-01,a
G7AU,5580,2001-01-01,a
G7D6,518,2001-01-01,a
G7ER,95,2001-01-01,a
G7EU,214,2001-01-01,a
G7EX,229,2001-01-01,a
G7F2,1185,2001-01-01,a
G7F5,1468,2001-01-01,a
G7FG,1249,2001-01-01,a
G7FJ,374,2001-01-01,a
G7FM,771,2001-01-01,a
G7FP,2067,2001-01-01,a
G7FS,2010,2001-01-01,a
G7FV,4077,2001-01-01,a
G7FY,351,2001-01-01,a
G7G3,4428,2001-01-01,a
G7G6,493,2001-01-01,a
G7G9,214,2001-01-01,a
G7GC,222,2001-01-01,a
G7GF,998,2001-01-01,a
G7GI,997,2001-01-01,a
G7GL,1025,2001-01-01,a
G7GO,27699,2001-01-01,a
G7GR,265,2001-01-01,a
G7K2,642,2001-01-01,a
G7K5,22119,2001-01-01,a
G9BZ,20.1,2001-01-01,a
G9C2,79.9,2001-01-01,a
MFX9,5138,2001-01-01,a
MFY2,18.5,2001-01-01,a
MFY3,22566,2001-01-01,a
MFY4,81.5,2001-01-01,a
MFY5,81.5,2001-01-01,a
MFY7,5136,2001-01-01,a
MFY9,18.5,2001-01-01,a
MFZ2,22563,2001-01-01,a
C9K9,2518,2002-01-01,a
C9KA,2801,2002-01-01,a
C9KB,5319,2002-01-01,a
C9KC,376,2002-01-01,a
C9KD,5695,2002-01-01,a
C9KE,533,2002-01-01,a
C9KL,2141,2002-01-01,a
C9KM,2031,2002-01-01,a
C9KN,4172,2002-01-01,a
C9KO,355,2002-01-01,a
C9KP,4527,2002-01-01,a
C9KQ,506,2002-01-01,a
C9LA,84,2002-01-01,a
C9LB,214,2002-01-01,a
C9LC,238,2002-01-01,a
C9LD,1212,2002-01-01,a
C9LF,1473,2002-01-01,a
C9LG,1306,2002-01-01,a
C9LH,372,2002-01-01,a
C9LJ,795,2002-01-01,a
C9LL,214,2002-01-01,a
C9LM,230,2002-01-01,a
C9LN,1020,2002-01-01,a
C9LP,1005,2002-01-01,a
C9LQ,1072,2002-01-01,a
C9LR,264,2002-01-01,a
C9LT,659,2002-01-01,a
CZG8,22213,2002-01-01,a
CZG9,27908,2002-01-01,a
DB36,20.4,2002-01-01,a
DB37,79.6,2002-01-01,a
G6NQ,2519,2002-01-01,a
G6NT,2796,2002-01-01,a
G6NW,5315,2002-01-01,a
G7AR,378,2002-01-01,a
G7AU,5693,2002-01-01,a
G7D6,533,2002-01-01,a
G7ER,81,2002-01-01,a
G7EU,214,2002-01-01,a
G7EX,238,2002-01-01,a
G7F2,1212,2002-01-01,a
G7F5,1474,2002-01-01,a
G7FG,1308,2002-01-01,a
G7FJ,370,2002-01-01,a
G7FM,797,2002-01-01,a
G7FP,2143,2002-01-01,a
G7FS,2029,2002-01-01,a
G7FV,4172,2002-01-01,a
G7FY,357,2002-01-01,a
G7G3,4529,2002-01-01,a
G7G6,506,2002-01-01,a
G7G9,214,2002-01-01,a
G7GC,230,2002-01-01,a
G7GF,1020,2002-01-01,a
G7GI,1007,2002-01-01,a
G7GL,1075,2002-01-01,a
G7GO,27908,2002-01-01,a
G7GR,263,2002-01-01,a
G7K2,662,2002-01-01,a
G7K5,22215,2002-01-01,a
G9BZ,20.4,2002-01-01,a
G9C2,79.6,2002-01-01,a
MFX9,5226,2002-01-01,a
MFY2,18.7,2002-01-01,a
MFY3,22682,2002-01-01,a
MFY4,81.3,2002-01-01,a
MFY5,81.3,2002-01-01,a
MFY7,5225,2002-01-01,a
MFY9,18.7,2002-01-01,a
MFZ2,22683,2002-01-01,a
C9K9,2627,2003-01-01,a
C9KA,2844,2003-01-01,a
C9KB,5471,2003-01-01,a
C9KC,386,2003-01-01,a
C9KD,5857,2003-01-01,a
C9KE,556,2003-01-01,a
C9KL,2229,2003-01-01,a
C9KM,2068,2003-01-01,a
C9KN,4297,2003-01-01,a
C9KO,363,2003-01-01,a
C9KP,4659,2003-01-01,a
C9KQ,525,2003-01-01,a
C9LA,79,2003-01-01,a
C9LB,223,2003-01-01,a
C9LC,248,2003-01-01,a
C9LD,1257,2003-01-01,a
C9LF,1530,2003-01-01,a
C9LG,1372,2003-01-01,a
C9LH,352,2003-01-01,a
C9LJ,797,2003-01-01,a
C9LL,223,2003-01-01,a
C9LM,240,2003-01-01,a
C9LN,1056,2003-01-01,a
C9LP,1047,2003-01-01,a
C9LQ,1122,2003-01-01,a
C9LR,250,2003-01-01,a
C9LT,663,2003-01-01,a
CZG8,22374,2003-01-01,a
CZG9,28231,2003-01-01,a
DB36,20.7,2003-01-01,a
DB37,79.3,2003-01-01,a
G6NQ,2628,2003-01-01,a
G6NT,2840,2003-01-01,a
G6NW,5468,2003-01-01,a
G7AR,389,2003-01-01,a
G7AU,5857,2003-01-01,a
G7D6,556,2003-01-01,a
G7ER,77,2003-01-01,a
G7EU,223,2003-01-01,a
G7EX,248,2003-01-01,a
G7F2,1257,2003-01-01,a
G7F5,1531,2003-01-01,a
G7FG,1374,2003-01-01,a
G7FJ,350,2003-01-01,a
G7FM,798,2003-01-01,a
G7FP,2231,2003-01-01,a
G7FS,2067,2003-01-01,a
G7FV,4298,2003-01-01,a
G7FY,366,2003-01-01,a
G7G3,4664,2003-01-01,a
G7G6,525,2003-01-01,a
G7G9,223,2003-01-01,a
G7GC,240,2003-01-01,a
G7GF,1056,2003-01-01,a
G7GI,1049,2003-01-01,a
G7GL,1126,2003-01-01,a
G7GO,28236,2003-01-01,a
G7GR,249,2003-01-01,a
G7K2,665,2003-01-01,a
G7K5,22379,2003-01-01,a
G9BZ,20.7,2003-01-01,a
G9C2,79.3,2003-01-01,a
MFX9,5421,2003-01-01,a
MFY2,19.2,2003-01-01,a
MFY3,22810,2003-01-01,a
MFY4,80.8,2003-01-01,a
MFY5,80.8,2003-01-01,a
MFY7,5421,2003-01-01,a
MFY9,19.2,2003-01-01,a
MFZ2,22815,2003-01-01,a
C9K9,2712,2004-01-01,a
C9KA,2902,2004-01-01,a
C9KB,5614,2004-01-01,a
C9KC,380,2004-01-01,a
C9KD,5994,2004-01-01,a
C9KE,565,2004-01-01,a
C9KL,2311,2004-01-01,a
C9KM,2114,2004-01-01,a
C9KN,4425,2004-01-01,a
C9KO,356,2004-01-01,a
C9KP,4781,2004-01-01,a
C9KQ,534,2004-01-01,a
C9LA,80,2004-01-01,a
C9LB,218,2004-01-01,a
C9LC,264,2004-01-01,a
C9LD,1270,2004-01-01,a
C9LF,1567,2004-01-01,a
C9LG,1428,2004-01-01,a
C9LH,366,2004-01-01,a
C9LJ,802,2004-01-01,a
C9LL,218,2004-01-01,a
C9LM,254,2004-01-01,a
C9LN,1069,2004-01-01,a
C9LP,1073,2004-01-01,a
C9LQ,1175,2004-01-01,a
C9LR,261,2004-01-01,a
C9LT,670,2004-01-01,a
CZG8,22463,2004-01-01,a
CZG9,28457,2004-01-01,a
DB36,21.1,2004-01-01,a
DB37,78.9,2004-01-01,a
G6NQ,2713,2004-01-01,a
G6NT,2898,2004-01-01,a
G6NW,5611,2004-01-01,a
G7AR,384,2004-01-01,a
G7AU,5995,2004-01-01,a
G7D6,565,2004-01-01,a
G7ER,78,2004-01-01,a
G7EU,218,2004-01-01,a
G7EX,264,2004-01-01,a
G7F2,1270,2004-01-01,a
G7F5,1569,2004-01-01,a
G7FG,1429,2004-01-01,a
G7FJ,364,2004-01-01,a
G7FM,802,2004-01-01,a
G7FP,2313,2004-01-01,a
G7FS,2113,2004-01-01,a
G7FV,4426,2004-01-01,a
G7FY,360,2004-01-01,a
G7G3,4786,2004-01-01,a
G7G6,534,2004-01-01,a
G7G9,218,2004-01-01,a
G7GC,254,2004-01-01,a
G7GF,1069,2004-01-01,a
G7GI,1076,2004-01-01,a
G7GL,1179,2004-01-01,a
G7GO,28464,2004-01-01,a
G7GR,260,2004-01-01,a
G7K2,672,2004-01-01,a
G7K5,22469,2004-01-01,a
G9BZ,21.1,2004-01-01,a
G9C2,78.9,2004-01-01,a
MFX9,5545,2004-01-01,a
MFY2,19.5,2004-01-01,a
MFY3,22912,2004-01-01,a
MFY4,80.5,2004-01-01,a
MFY5,80.5,2004-01-01,a
MFY7,5545,2004-01-01,a
MFY9,19.5,2004-01-01,a
MFZ2,22919,2004-01-01,a
C9K9,2770,2005-01-01,a
C9KA,2933,2005-01-01,a
C9KB,5703,2005-01-01,a
C9KC,384,2005-01-01,a
C9KD,6087,2005-01-01,a
C9KE,566,2005-01-01,a
C9KL,2357,2005-01-01,a
C9KM,2146,2005-01-01,a
C9KN,4503,2005-01-01,a
C9KO,361,2005-01-01,a
C9KP,4864,2005-01-01,a
C9KQ,532,2005-01-01,a
C9LA,74,2005-01-01,a
C9LB,210,2005-01-01,a
C9LC,272,2005-01-01,a
C9LD,1287,2005-01-01,a
C9LF,1580,2005-01-01,a
C9LG,1478,2005-01-01,a
C9LH,373,2005-01-01,a
C9LJ,814,2005-01-01,a
C9LL,210,2005-01-01,a
C9LM,262,2005-01-01,a
C9LN,1081,2005-01-01,a
C9LP,1086,2005-01-01,a
C9LQ,1218,2005-01-01,a
C9LR,268,2005-01-01,a
C9LT,684,2005-01-01,a
CZG8,22759,2005-01-01,a
CZG9,28846,2005-01-01,a
DB36,21.1,2005-01-01,a
DB37,78.9,2005-01-01,a
G6NQ,2772,2005-01-01,a
G6NT,2930,2005-01-01,a
G6NW,5702,2005-01-01,a
G7AR,388,2005-01-01,a
G7AU,6090,2005-01-01,a
G7D6,566,2005-01-01,a
G7ER,72,2005-01-01,a
G7EU,210,2005-01-01,a
G7EX,272,2005-01-01,a
G7F2,1287,2005-01-01,a
G7F5,1582,2005-01-01,a
G7FG,1479,2005-01-01,a
G7FJ,371,2005-01-01,a
G7FM,814,2005-01-01,a
G7FP,2360,2005-01-01,a
G7FS,2146,2005-01-01,a
G7FV,4506,2005-01-01,a
G7FY,365,2005-01-01,a
G7G3,4871,2005-01-01,a
G7G6,532,2005-01-01,a
G7G9,210,2005-01-01,a
G7GC,262,2005-01-01,a
G7GF,1081,2005-01-01,a
G7GI,1090,2005-01-01,a
G7GL,1221,2005-01-01,a
G7GO,28855,2005-01-01,a
G7GR,267,2005-01-01,a
G7K2,686,2005-01-01,a
G7K5,22765,2005-01-01,a
G9BZ,21.1,2005-01-01,a
G9C2,78.9,2005-01-01,a
MFX9,5643,2005-01-01,a
MFY2,19.6,2005-01-01,a
MFY3,23203,2005-01-01,a
MFY4,80.4,2005-01-01,a
MFY5,80.4,2005-01-01,a
MFY7,5644,2005-01-01,a
MFY9,19.6,2005-01-01,a
MFZ2,23211,2005-01-01,a
C9K9,2749,2006-01-01,a
C9KA,2945,2006-01-01,a
C9KB,5693,2006-01-01,a
C9KC,364,2006-01-01,a
C9KD,6057,2006-01-01,a
C9KE,553,2006-01-01,a
C9KL,2341,2006-01-01,a
C9KM,2176,2006-01-01,a
C9KN,4518,2006-01-01,a
C9KO,339,2006-01-01,a
C9KP,4857,2006-01-01,a
C9KQ,519,2006-01-01,a
C9LA,68,2006-01-01,a
C9LB,204,2006-01-01,a
C9LC,274,2006-01-01,a
C9LD,1283,2006-01-01,a
C9LF,1606,2006-01-01,a
C9LG,1475,2006-01-01,a
C9LH,365,2006-01-01,a
C9LJ,782,2006-01-01,a
C9LL,204,2006-01-01,a
C9LM,264,2006-01-01,a
C9LN,1077,2006-01-01,a
C9LP,1117,2006-01-01,a
C9LQ,1221,2006-01-01,a
C9LR,266,2006-01-01,a
C9LT,655,2006-01-01,a
CZG8,23073,2006-01-01,a
CZG9,29130,2006-01-01,a
DB36,20.8,2006-01-01,a
DB37,79.2,2006-01-01,a
G6NQ,2752,2006-01-01,a
G6NT,2942,2006-01-01,a
G6NW,5694,2006-01-01,a
G7AR,369,2006-01-01,a
G7AU,6063,2006-01-01,a
G7D6,553,2006-01-01,a
G7ER,67,2006-01-01,a
G7EU,204,2006-01-01,a
G7EX,274,2006-01-01,a
G7F2,1283,2006-01-01,a
G7F5,1608,2006-01-01,a
G7FG,1476,2006-01-01,a
G7FJ,363,2006-01-01,a
G7FM,782,2006-01-01,a
G7FP,2346,2006-01-01,a
G7FS,2177,2006-01-01,a
G7FV,4523,2006-01-01,a
G7FY,344,2006-01-01,a
G7G3,4867,2006-01-01,a
G7G6,519,2006-01-01,a
G7G9,204,2006-01-01,a
G7GC,264,2006-01-01,a
G7GF,1077,2006-01-01,a
G7GI,1121,2006-01-01,a
G7GL,1224,2006-01-01,a
G7GO,29140,2006-01-01,a
G7GR,265,2006-01-01,a
G7K2,657,2006-01-01,a
G7K5,23077,2006-01-01,a
G9BZ,20.8,2006-01-01,a
G9C2,79.2,2006-01-01,a
MFX9,5620,2006-01-01,a
MFY2,19.3,2006-01-01,a
MFY3,23510,2006-01-01,a
MFY4,80.7,2006-01-01,a
MFY5,80.7,2006-01-01,a
MFY7,5622,2006-01-01,a
MFY9,19.3,2006-01-01,a
MFZ2,23518,2006-01-01,a
C9K9,2709,2007-01-01,a
C9KA,2954,2007-01-01,a
C9KB,5663,2007-01-01,a
C9KC,359,2007-01-01,a
C9KD,6022,2007-01-01,a
C9KE,534,2007-01-01,a
C9KL,2330,2007-01-01,a
C9KM,2188,2007-01-01,a
C9KN,4518,2007-01-01,a
C9KO,334,2007-01-01,a
C9KP,4851,2007-01-01,a
C9KQ,500,2007-01-01,a
C9LA,62,2007-01-01,a
C9LB,197,2007-01-01,a
C9LC,283,2007-01-01,a
C9LD,1269,2007-01-01,a
C9LF,1619,2007-01-01,a
C9LG,1440,2007-01-01,a
C9LH,363,2007-01-01,a
C9LJ,788,2007-01-01,a
C9LL,197,2007-01-01,a
C9LM,272,2007-01-01,a
C9LN,1062,2007-01-01,a
C9LP,1128,2007-01-01,a
C9LQ,1216,2007-01-01,a
C9LR,264,2007-01-01,a
C9LT,662,2007-01-01,a
CZG8,23320,2007-01-01,a
CZG9,29342,2007-01-01,a
DB36,20.5,2007-01-01,a
DB37,79.5,2007-01-01,a
G6NQ,2714,2007-01-01,a
G6NT,2951,2007-01-01,a
G6NW,5665,2007-01-01,a
G7AR,364,2007-01-01,a
G7AU,6029,2007-01-01,a
G7D6,534,2007-01-01,a
G7ER,61,2007-01-01,a
G7EU,197,2007-01-01,a
G7EX,283,2007-01-01,a
G7F2,1269,2007-01-01,a
G7F5,1622,2007-01-01,a
G7FG,1442,2007-01-01,a
G7FJ,362,2007-01-01,a
G7FM,789,2007-01-01,a
G7FP,2336,2007-01-01,a
G7FS,2189,2007-01-01,a
G7FV,4525,2007-01-01,a
G7FY,339,2007-01-01,a
G7G3,4864,2007-01-01,a
G7G6,500,2007-01-01,a
G7G9,197,2007-01-01,a
G7GC,272,2007-01-01,a
G7GF,1062,2007-01-01,a
G7GI,1132,2007-01-01,a
G7GL,1220,2007-01-01,a
G7GO,29352,2007-01-01,a
G7GR,264,2007-01-01,a
G7K2,664,2007-01-01,a
G7K5,23323,2007-01-01,a
G9BZ,20.5,2007-01-01,a
G9C2,79.5,2007-01-01,a
MFX9,5577,2007-01-01,a
MFY2,19,2007-01-01,a
MFY3,23765,2007-01-01,a
MFY4,81,2007-01-01,a
MFY5,81,2007-01-01,a
MFY7,5580,2007-01-01,a
MFY9,19,2007-01-01,a
MFZ2,23772,2007-01-01,a
C9K9,2713,2008-01-01,a
C9KA,2933,2008-01-01,a
C9KB,5646,2008-01-01,a
C9KC,365,2008-01-01,a
C9KD,6011,2008-01-01,a
C9KE,517,2008-01-01,a
C9KL,2341,2008-01-01,a
C9KM,2173,2008-01-01,a
C9KN,4514,2008-01-01,a
C9KO,339,2008-01-01,a
C9KP,4853,2008-01-01,a
C9KQ,484,2008-01-01,a
C9LA,55,2008-01-01,a
C9LB,193,2008-01-01,a
C9LC,286,2008-01-01,a
C9LD,1226,2008-01-01,a
C9LF,1633,2008-01-01,a
C9LG,1459,2008-01-01,a
C9LH,360,2008-01-01,a
C9LJ,799,2008-01-01,a
C9LL,193,2008-01-01,a
C9LM,275,2008-01-01,a
C9LN,1025,2008-01-01,a
C9LP,1139,2008-01-01,a
C9LQ,1241,2008-01-01,a
C9LR,262,2008-01-01,a
C9LT,677,2008-01-01,a
CZG8,23675,2008-01-01,a
CZG9,29686,2008-01-01,a
DB36,20.2,2008-01-01,a
DB37,79.8,2008-01-01,a
G6NQ,2719,2008-01-01,a
G6NT,2930,2008-01-01,a
G6NW,5649,2008-01-01,a
G7AR,370,2008-01-01,a
G7AU,6019,2008-01-01,a
G7D6,517,2008-01-01,a
G7ER,55,2008-01-01,a
G7EU,193,2008-01-01,a
G7EX,286,2008-01-01,a
G7F2,1226,2008-01-01,a
G7F5,1636,2008-01-01,a
G7FG,1462,2008-01-01,a
G7FJ,359,2008-01-01,a
G7FM,800,2008-01-01,a
G7FP,2349,2008-01-01,a
G7FS,2174,2008-01-01,a
G7FV,4523,2008-01-01,a
G7FY,343,2008-01-01,a
G7G3,4866,2008-01-01,a
G7G6,484,2008-01-01,a
G7G9,193,2008-01-01,a
G7GC,275,2008-01-01,a
G7GF,1025,2008-01-01,a
G7GI,1143,2008-01-01,a
G7GL,1245,2008-01-01,a
