code,name,unit,preunit
CGBZ,Income based: Gross operating surplus of corporations : Total: CP SA £m,m,£
CGCB,Income based: Gross value added at factor cost: CP SA £m,m,£
CGCE,Gross value added at basic prices:CVM:Index:SA,"Index, base year = 100",NA
CMSU,CG: MR23: D&I NLF: line 8: CG payments: Index-linked gilts interest (marketable),NA,NA
CMVL,whole economy: D2 less D3: pre-ESA95 factor cost adjustment: SA CP £m,m,£
CQOQ,LA: payments of business rates: D.59 deduction series : £m nsa,NA,NA
CQTC,CG: D.59 receipts: total NP payments of NNDR: £m nsa,NA,NA
CT9E,CG: AF4 A: Net Lending to Private Sector: Student Loans (£m NSA),NA,NA
CTVT,Trade in Goods (T): EU: Balance: BOP: CVM: SA,NA,NA
CTVU,Trade in Goods (T): Non-EU: Balance: BOP: CVM: SA,NA,NA
CUCZ,VAT paid by LG's,NA,NA
CUEM,Gilts interest - net market flows,NA,NA
CUNW,"Total vat refunds paid by cg, excl la's £m",NA,NA
CWNE,Employers' social contribution (D.12) Annual growth rate YoY CP SA %,NA,NA
CWNF,Employers' social contribution (D.12) one quarter growth rate %,NA,NA
CWNG,Employers' social contribution (D.12) four quarter growth rate %,NA,NA
CWNH,UK (S.1): Wages and salaries (D.11) Uses: Annual growth rate YoY CP SA %,NA,NA
CWNI,UK (S.1): Wages and salaries (D.11) Uses: one quarter growth rate %,NA,NA
CWNJ,UK (S.1): Wages and salaries (D.11) Uses: four quarter growth rate %,NA,NA
CWVD,Changes in inventories: other industries incl. alignment adjustment: £M CP SA,NA,NA
CYNX,CG: PAYE Withheld: Accruals Adjustment: NSA: £ Million,NA,NA
D69U,Total CG interest on Reserves,NA,NA
DBJY,Central Government Receipts: North Sea Corporation Tax,NA,NA
DBKE,Central Govt: Accruals adjustment: PC tax (interest) witheld,NA,NA
DCHF,Public Expenditure: Life Company Relief: NSA: £ Million,NA,NA
DCHG,Public Expenditure: MIRAS: NSA: £ Million,NA,NA
DFEG,Gross Fixed Capital Formation:Total Economy: Dwellings: D0-9:CVM SA £m,m,£
DFT5,ESA95: CG: OFGEM fees,NA,NA
DHBM,CII: VPI:Manufacturing Total: CVM SA £m,m,£
DJDS,National accounts residual error: CP: SA: £m,m,£
DKHE,Local authority gross schedule 53: accruals adjustment,NA,NA
DKHH,Total scheduale 20: accruals adjustment,NA,NA
DLWF,Gross Fixed Capital Formation:Total General Government P51:CVM SA: £m,m,£
DLWL,"Gross Fixed Capital Formation: Vehicles, Ships & Aircraft: CVM SA: £m",m,£
DLWO,Gross Fixed Capital Formation: Plant & Machinery: CVM SA: £m,m,£
DLWT,GFCF: Other New Buildings & Structures and transfer costs:CVM SA: £m,m,£
DLWX,Change in inventories: Other Industries: CVM SA £m,m,£
DMUM,CVM SA changes in inventories timing adjustment £m,m,£
DMUN,CP SA changes in inventories timing adjustment £m,m,£
DMUQ,Gross Operating Surplus: NFCos: Private: Alignment adjustments: CP SA £m,m,£
DOLC,UK Total Landfill tax (cash),NA,NA
DTWL,UK (S.1): Wages and salaries (D.11) Uses: Current price: £m: SA,NA,NA
DTWM,UK (S.1): Compensation of employees (D.1) Uses: Current price: £m: SA,m,£
DTWP,Households (S.14): Employers' social contribution (D.12) Resources: Current price: £m: SA,NA,NA
DTWS,ESA: B.2g: FC: Operating Surplus: Rent: SA,NA,NA
DW9E,CG resources: D51 Taxes on income & wealth: Horserace Betting Levy Board: NSA CP,NA,NA
EBAQ,UK resident population: mid-year estimates (Qtly data interpolated),",000",NA
EO2E,CG: D511 res: OFGEM tax on NFPA renewable energy income £m nsa,NA,NA
EQDO,Gross Fixed Capital Formation: Total Economy:All Intangible Fixed Assets CVM SA,NA,NA
EQED,GFCF: Total economy:Other buildings & structures and transfer costs: CP SA,NA,NA
F8YF,FA: CG: level: Finance Leasing incl PFI/PPP Control Total: £m CP NSA,NA,NA
F8YH,FA: LG: level: Finance Leasing incl PFI/PPP Control Total: £m CP NSA,NA,NA
F8YJ,FA: PC: level: Finance Leasing incl PFI/PPP Control Total: £m CP NSA,NA,NA
FADY,Change in Inventories: Manufacturing: Work in Progress: £M: CP: SA,NA,NA
FAEA,Change in Inventories: Mining & Quarrying: £M: CVM NAYear: SA £m,m,£
FAEB,"Change in Inventories: Electricity, Gas & Water: £M: CVM NAYear: SA £m",m,£
FAGF,"Change in Inventories: Manufacturing: Materials, Stores & Fuel: £M: CP: SA",NA,NA
FAGI,"Change in Inventories: Electricity, Gas & Water: £M: CP: SA",NA,NA
FAHA,Change in Inventories: Retail: £M: CP: SA,NA,NA
FAHS,Change in Inventories: Mining & Quarrying: £M: CP: SA,NA,NA
FAJX,Change in Inventories: Wholesale: £M: CVM NAYear: SA £m,m,£
FALR,Change in Inventories: Manufacturing: Finished Goods: £M: CP: SA,NA,NA
FBHE,Change in Inventories: Wholesale: £M: CP: SA,NA,NA
FBNF,"Change in Inventories: Manufacturing: Materials, Stores & Fuel: £M: CVM: SA £m",m,£
FBNG,Change in Inventories: Manufacturing: Work in Progress: £M: CVM: SA £m,m,£
FBNH,Change in Inventories: Manufacturing: Finished Goods: £M: CVM: SA £m,m,£
FBYN,Change in Inventories: Retail: £M: CVM NAYear: SA £m,m,£
FLUK,Govt Social Benefits (Debits) Total CP SA,NA,NA
FLVE,"Oth Sectors Current Taxes on Income, Wealth etc. (Debits) Total CP SA",NA,NA
FLVY,Oth Sectors Oth Transfers (Debits) Premiums paid by UK [OTIS07] (FJXS) CP SA,NA,NA
FLYE,Insurance Memo (Exports) Gross Insurance Claims [OTIS08] CP SA,NA,NA
GAN8,Bus Inv exc. exceptional transfer: CVM SA,NA,NA
GCJG,"D51,D62 income tax relief change series for MIRAS,LAPRAS and PMI",NA,NA
GCJJ,D62: medical insurance income tax relief: voted PE,NA,NA
GCMP,ESA95:CG:resources:D61112:Voluntary employers contributions from HH CP NSA,NA,NA
GCMR,ESA95:CG:D41:uses:imputed interest for discount on gilts,NA,NA
GCSW,ESA95: CG: USES: D.41/F.33211: British gov securities: Accruals adjust CP NSA,NA,NA
GDPQ,ESA95 % change on previous quarter: Gross value added at basic prices,%,NA
GDPR,ESA95 % change on same quarter previous year: Gross value added at basic prices,%,NA
GGAE,"Gross Fixed Capital Formation:Total Economy:Total New Dwellings,excluding land",NA,NA
GIXM,Difference between GDP(E) and GDP(A) MP (SA CP) £m,m,£
GIXQ,Statistical discrepancy (income) £m,m,£
GIXS,Difference between GDP(Expenditure) and GDP(Average) MP(CVM SA) £m,m,£
GRXE,"Company Income Tax Reciepts, net of Repayments",NA,NA
GTAX,CG receipts: taxes on expenditure: motor vehicle duties,NA,NA
HAYE,NPISH (S.15): Individual consumption expenditure (P.31): Uses: Current price: £m: SA,m,£
HAYO,Final Consumption Expenditure of NPISHs CVM SA £m,m,£
IE9R,FC: Total adjustment for FISIM,NA,NA
IHXT,"Gross domestic product (Average) per head,at current market prices: SA",£,NA
IHXW,"Gross domestic product (Average) per head, CVM market prices: SA",£,NA
IHYA,Gross Domestic Product (Expenditure) current basic prices index SA,NA,NA
IHYB,Gross Domestic Product (Income) current basic prices index SA,"Index, base year = 100",NA
IHYC,Gross Domestic Product (Expenditure) chained volume index: SA,NA,NA
IHYD,Gross Domestic Product (Income) chained volume index: SA,"Index, base year = 100",NA
IHYM,Gross domestic product at market prices annual growth rate CP SA %,%,NA
IHYN,Gross Domestic Product: quarter on quarter growth rate: CP SA %,%,NA
IHYO,Gross Domestic Product: q-on-q4 growth quarter growth: CP SA %,%,NA
IHYP,Gross Domestic Product: Year on Year growth: CVM SA %,%,NA
IHYQ,Gross Domestic Product: Quarter on Quarter growth: CVM SA %,%,NA
IHYR,Gross Domestic Product: q-on-q4 growth rate CVM SA %,%,NA
IHYS,GDP Deflator: Year on Year growth: SA %,%,NA
IHYT,GDP Deflator: Quarter on quarter growth: SA %,%,NA
IHYU,GDP Deflator: Quarter on quarter previous year growth: SA %,%,NA
IKBB,Trade in Services (TS): WW: Exports: BOP: CP: SA,m,£
IKBC,Trade in Services (TS): WW: Imports: BOP: CP: SA,m,£
IKBD,Trade in Services (TS): WW: Balance: BOP: CP: SA,m,£
IKBE,Trade in Services (TS): WW: Exports: BOP: CVM: SA,m,£
IKBF,Trade in Services (TS): WW: Imports: BOP: CVM: SA,m,£
IKBH,Total Trade (TT): WW: Exports: BOP: CP: SA,m,£
IKBI,Total Trade (TT): WW: Imports: BOP: CP: SA,m,£
IKBJ,Total Trade (TT): WW: Balance: BOP: CP: SA,m,£
IKBK,Total Trade (TT): WW: Exports: BOP: CVM: SA,m,£
IKBL,Total Trade (TT): WW: Imports: BOP: CVM: SA,m,£
IKBM,Total Trade (TT): WW: Balance: BOP: CVM: SA,m,£
IV8B,"FISIM: Final consumption by HH and NPISH, CP NSA £mn",NA,NA
JJDC,Taxes on products & production annual growth rate YoY,NA,NA
JJDH,Taxes on products & production one quarter growth rate %,NA,NA
JJDS,Taxes on products & production four quarter growth rate %,NA,NA
JJDU,Subsidies annual growth rate YoY,NA,NA
JJDZ,Subsidies one quarter growth rate %,NA,NA
JJG4,Subsidies four quarter growth rate %,NA,NA
KB7D,Revision to GDP at market prices £m,m,£
KB7E,Revision to basic price adjustment (bpa) £m,m,£
KB7F,Revision to GVA at bp £m,m,£
KB7K,Revision to HH - component of GDP(E) £m,m,£
KB7L,Revision to NPISH - component of GDP(E) £m,m,£
KB7M,Revision to CG - component of GDP(E) £m,m,£
KB7N,Revision to GFCF - component of GDP(E) £m,m,£
KB7O,Revision to changes in inventories - component of GDP(E) £m,m,£
KB7P,Revision to Acquistions less disposals of valuables - component of GDP(E) £m,m,£
KB7Q,Revisions to domestic expenditure on goods and services at market prices. £m,m,£
KB7R,Revision to total exports - component of GDP(E) £m,m,£
KB7S,Revision to total imports - component of GDP(E) £m,m,£
KB7T,Revisions to statistical discrepancy (E) £m,m,£
KB7U,Revisions to CoE £m,m,£
KB7V,Revisions to GoS of corporations £m,m,£
KB7W,Revisions to other income £m,m,£
KB7X,Revisions to GVA at fc £m,m,£
KB7Y,Revisions to taxes on products & production less subsidies £m,m,£
KB7Z,Revisions to statistical discrepancy (I) £m,m,£
KB82,Revisions to GDP CVM growth %,%,NA
KB83,Revision to Agriculture CVM growth %,%,NA
KB84,Revision to Extraction CVM growth %,%,NA
KB85,Revision to Manufacturing CVM growth %,%,NA
KB86,Revisions to Utilities CVM growth %,%,NA
KB87,Revisions to Total production CVM growth %,%,NA
KB88,Revisions to Construction CVM growth %,%,NA
KB89,"Revisions to Distribution, hotels & catering CVM growth %",%,NA
KB8A,"Revisions to Transport, storage & comms CVM growth %",%,NA
KB8B,Revisions to Business services & finance CVM growth %,%,NA
KB8C,Revisions to Goverment & other CVM growth %,%,NA
KB8D,Revisions to Total services CVM growth %,%,NA
KB8E,Revisions to Total GVA CVM growth %,%,NA
KB8F,Revisions to Total GVA exc oil CVM growth %,%,NA
KB8G,Revisions to Households CVM growth %,%,NA
KB8H,Revisions to NPISH CVM growth table %,%,NA
KB8I,Revisions to General government CVM growth %,%,NA
KB8J,Revisions to Gross fixed capital formation CVM growth %,%,NA
KB8K,Revisions to total (domestic expenditure) CVM growth %,%,NA
KB8L,Revisions to Total export CVM growth %,%,NA
KB8M,Revisions to Total imports CVM growth %,%,NA
KB94,Revisions to GDP CVM quarter on same quarter a year earlier. £m,m,£
KG6N,Gross Fixed Capital Formation: Business Investment: CP SA: % change latest year on previous year,NA,NA
KG6O,Gross fixed capital formation annual growth rate YoY CP SA %,%,NA
KG6R,Gross Fixed Capital Formation:Total Economy:Total Intangible Fixed Assets: CP SA,NA,NA
KG6S,"Gross Fixed Capital Formation: Whole economy: Plant and machinery: CP SA, % chan",%,NA
KG6T,"Gross Fixed Capital Formation :Total Economy:Total Transport Equipment: CP SA, %",%,NA
KG6U,Total Domestic Household Final Consumption: Annual growth rate %: Current Price: Seasonally Adjusted,%,NA
KG6V,"Gross Fixed Capital Formation: Business Investment: CP SA: £m, % change, latest quarter on previous quarer",NA,NA
KG6W,Gross fixed capital formation one quarter growth rate CP SA %,%,NA
KG6Z,Gross Fixed Capital Formation:Total Economy:Total Intangible Fixed Assets: CP SA,NA,NA
KG72,"Gross Fixed Capital Formation: Whole economy: Plant and machinery: CP SA, % chan",NA,NA
KG73,"Gross Fixed Capital Formation :Total Economy:Total Transport Equipment: CP SA, %",NA,NA
KG74,Total Domestic Household Final Consumption: One quarter growth rate %: Current Price: Seasonally Adjusted,%,NA
KG75,"Gross Fixed Capital Formation: Business Investment: CP SA: £m, % change, latest quarter on corresponding quarter of previous year",NA,NA
KG76,Gross fixed capital formation four quarter growth rate CP SA %,%,NA
KG79,Gross Fixed Capital Formation:Total Economy:Total Intangible Fixed Assets: CP SA,NA,NA
KG7A,"Gross Fixed Capital Formation: Whole economy: Plant and machinery: CP SA, % chan",NA,NA
KG7B,"Gross Fixed Capital Formation :Total Economy:Total Transport Equipment: CP SA, %",NA,NA
KG7C,Total Domestic Household Final Consumption: Four quarter growth rate %: Current Price: Seasonally Adjusted,%,NA
KG7M,Gross Fixed Capital Formation: Business Investment: CVM SA: % change latest year on previous year,%,NA
KG7N,Total fixed capital formation annual growth rate YoY CVM SA %,%,NA
KG7O,Total Domestic Household Final Consumption: Annual growth rate %: Chained Volume Measures: Seasonally Adjusted,%,NA
KG7P,"Gross Fixed Capital Formation: Business Investment: CVM SA: £m, % change, latest quarter on previous quarer",£m,NA
KG7Q,Gross fixed capital formation - q-on-q1 growth rate CVM SA %,%,NA
KG7R,Total Domestic Household Final Consumption: One quarter growth rate %: Chained Volume Measures: Seasonally Adjusted,%,NA
KG7S,"Gross Fixed Capital Formation: Business Investment: CVM SA: £m, % change, latest quarter on corresponding quarter of previous year",£m,NA
KG7T,Gross fixed capital formation - q-on-q4 growth rate CVM SA %,%,NA
KG7U,Total Domestic Household Final Consumption: Four quarter growth rate %: Chained Volume Measures: Seasonally Adjusted,%,NA
KG9K,Exports goods annual growth rate CP SA %,%,NA
KG9L,Imports goods annual growth rate CP SA %,%,NA
KG9N,Household Final Consumption Expenditure: Food & drink: Annual growth rate %: Current Price: Seasonally Adjusted,%,NA
KG9O,Exports goods one quarter growth rate CP SA %,%,NA
KG9P,Imports goods one quarter growth rate CP SA %,%,NA
KG9R,Household Final Consumption Expenditure: Food & drink: One quarter growth rate %: Current Price: Seasonally Adjusted,%,NA
KG9S,Exports goods four quarter growth rate CP SA %,%,NA
KG9T,Imports goods four quarter growth rate CP SA %,%,NA
KG9V,Household Final Consumption Expenditure: Food & drink: Four quarter growth rate %: Current Price: Seasonally Adjusted,%,NA
KG9W,Imports goods annual growth rate CVM SA %,%,NA
KG9X,Exports goods annual growth rate CVM SA %,%,NA
KG9Y,Household Final Consumption Expenditure: Food & drink: Annual growth rate %: Chained Volume Measures: Seasonally Adjusted,%,NA
KG9Z,Imports goods one quarter growth rate CVM SA %,%,NA
KGA2,Exports goods one quarter growth rate CVM SA %,%,NA
KGA3,Household Final Consumption Expenditure: Food & drink: One quarter growth rate %: Chained Volume Measures: Seasonally Adjusted,%,NA
KGA4,Imports goods four quarter growth rate CVM SA %,%,NA
KGA5,Exports goods four quarter growth rate CVM SA %,%,NA
KGA6,Household Final Consumption Expenditure: Food & drink: Four quarter growth rate %: Chained Volume Measures: Seasonally Adjusted,%,NA
KGB2,Household Final Consumption Expenditure: Education: Annual growth rate %: Current Price: Seasonally Adjusted,%,NA
KGB3,Household Final Consumption Expenditure: Education: One quarter growth rate %: Current Price: Seasonally Adjusted,%,NA
KGB4,Household Final Consumption Expenditure: Education: Four quarter growth rate %: Current Price: Seasonally Adjusted,%,NA
KGB8,Household Final Consumption Expenditure: Education: Annual growth rate %: Chained Volume Measures: Seasonally Adjusted,%,NA
KGB9,Household Final Consumption Expenditure: Education: One quarter growth rate %: Chained Volume Measures: Seasonally Adjusted,%,NA
KGC2,Household Final Consumption Expenditure: Education: Four quarter growth rate %: Chained Volume Measures: Seasonally Adjusted,%,NA
KGC6,Household Final Consumption Expenditure: Restaurants & hotels: Annual growth rate %: Current Price: Seasonally Adjusted,%,NA
KGC7,Household Final Consumption Expenditure: Restaurants & hotels: One quarter growth rate %: Current Price: Seasonally Adjusted,%,NA
KGC8,Household Final Consumption Expenditure: Restaurants & hotels: Four quarter growth rate %: Current Price: Seasonally Adjusted,%,NA
KGD4,Household Final Consumption Expenditure: Restaurants & hotels: Annual growth rate %: Chained Volume Measures: Seasonally Adjusted,%,NA
KGD5,Household Final Consumption Expenditure: Restaurants & hotels: One quarter growth rate %: Chained Volume Measures: Seasonally Adju,%,NA
KGD6,Household Final Consumption Expenditure: Restaurants & hotels: Four quarter growth rate %: Chained Volume Measures: Seasonally Adj,%,NA
KGE2,Miscellaneous annual growth rate %,%,NA
KGE3,Miscellaneous one quarter growth rate %,%,NA
KGE4,Miscellaneous four quarter growth rate %,%,NA
KGE8,COICOP 12 Misc CVM annual growth rate %,%,NA
KGE9,COICOP 12 Misc CVM quarter on quarter growth rate %,%,NA
KGF2,COICOP 12 Misc CVM Q on same Q 4 periods earlier growth rate %,%,NA
KGF3,Household Final Consumption Expenditure: Alcohol & tobacco: Annual growth rate %: Current Price: Seasonally Adjusted,%,NA
KGF4,Household Final Consumption Expenditure: Alcohol & tobacco: One quarter growth rate %: Current Price: Seasonally Adjusted,%,NA
KGF5,Household Final Consumption Expenditure: Alcohol & tobacco: Four quarter growth rate %: Current Price: Seasonally Adjusted,%,NA
KGF6,Household Final Consumption Expenditure: Alcohol & tobacco: Annual growth rate %: Chained Volume Measures: Seasonally Adjusted,%,NA
KGF7,Household Final Consumption Expenditure:Alcohool & tobacco: One quarter growth rate %: Chained Volume Measures: Seasonally Adjuste,%,NA
KGF8,Household Final Consumption Expenditure: Alcohol & tobacco: Four quarter growth rate %: Chained Volume Measures: Seasonally Adjust,%,NA
KGF9,Household Final Consumption Expenditure: Clothing & footwear: Annual growth rate %: Current Price: Seasonally Adjusted,%,NA
KGG2,Household Final Consumption Expenditure: Clothing & footwear: One quarter growth rate %: Current Price: Seasonally Adjusted,%,NA
KGG3,Household Final Consumption Expenditure: Clothing & footwear: Four quarter growth rate %: Current Price: Seasonally Adjusted,%,NA
KGG4,Household Final Consumption Expenditure: Clothing & footwear: Annual growth rate %: Chained Volume Measures: Seasonally Adjusted,%,NA
KGG5,Household Final Consumption Expenditure: Clothing & footwear: One quarter growth rate %: Chained Volume Measures: Seasonally Adjus,%,NA
KGG6,Household Final Consumption Expenditure: Clothing & footwear: Four quarter growth rate %: Chained Volume Measures: Seasonally Adju,%,NA
KGG7,Household Final Consumption Expenditure: Housing: Annual growth rate %: Current Price: Seasonally Adjusted,%,NA
KGG8,Household Final Consumption Expenditure: Housing: One quarter growth rate %: Current Price: Seasonally Adjusted,%,NA
KGG9,Household Final Consumption Expenditure: Housing: Four quarter growth rate %: Current Price: Seasonally Adjusted,%,NA
KGH2,Household Final Consumption Expenditure: Housing: Annual growth rate %: Chained Volume Measures: Seasonally Adjusted,%,NA
KGH3,Household Final Consumption Expenditure: Housing: One quarter growth rate %: Chained Volume Measures: Seasonally Adjusted,%,NA
KGH4,Household Final Consumption Expenditure: Housing: Four quarter growth rate %: Chained Volume Measures: Seasonally Adjusted,%,NA
KGH5,Household Final Consumption Expenditure: Household goods & services: Annual growth rate %: Current Price: Seasonally Adjusted,%,NA
KGH6,Household Final Consumption Expenditure: Household goods & services: One quarter growth rate %: Current Price: Seasonally Adjusted,%,NA
KGH7,Household Final Consumption Expenditure: Household goods & services: Four quarter growth rate %: Current Price: Seasonally Adjuste,%,NA
KGH8,Household Final Consumption Expenditure: Household goods & services: Annual growth rate %: Chained Volume Measures: Seasonally Adj,%,NA
KGH9,Household Final Consumption Expenditure: Household goods & services: One quarter growth rate %: Chained Volume Measures: Seasonall,%,NA
